Code,Description,Category,Source
B1591,Autolamp Delay Decrease Circuit Failure,Body,OBD-II Standard
B1592,Autolamp Delay Decrease Circuit Open,Body,OBD-II Standard
B1593,Autolamp Delay Decrease Circuit Short To Battery,Body,OBD-II Standard
B1594,Autolamp Delay Decrease Circuit Short To Ground,Body,OBD-II Standard
B1595,Ignition Swit ch Illegal Input Code,Body,OBD-II Standard
B1596,Service Continuous Codes,Body,OBD-II Standard
B1597,Driver's Seat Seatback Autoglide Forward Switch Circuit Short,Body,OBD-II Standard
B1598,Driver's Seat Seatback Autoglide Rearward Switch Circuit Short,Body,OBD-II Standard
B1599,Passenger's Seatback Autogli de Forward Switch Circuit Short to,Body,OBD-II Standard
B1600,PATS Ignition Key Transponder Signal Is Not Received,Body,OBD-II Standard
B1601,PATS Received Incorrect Key -Code From Ignition Key,Body,OBD-II Standard
B1602,PATS Received Invalid Format Of Key -Code From Ignition Key,Body,OBD-II Standard
B1603,Lamp Anti -Theft Indicator Circuit Failure,Body,OBD-II Standard
B1604,Lamp Anti -Theft Indicator Circuit Open,Body,OBD-II Standard
B1605,Lamp Anti -Theft Indicator Circuit Short To Battery,Body,OBD-II Standard
B1606,Lamp Anti -Theft Indicator Circuit Short To Ground,Body,OBD-II Standard
B1607,Illuminated Entry Input Circu it Failure,Body,OBD-II Standard
B1608,Illuminated Entry Input Open Circuit,Body,OBD-II Standard
B1609,Illuminated Entry Input Short Circuit To Battery,Body,OBD-II Standard
B1610,Illuminated Entry Input Short Circuit To Ground,Body,OBD-II Standard
B1611,Wiper Rear Mode Select Switch Circuit Failure,Body,OBD-II Standard
B1612,Wiper Rear Mode Sele ct Switch Circuit Open,Body,OBD-II Standard
B1613,Wiper Rear Mode Select Switch Circuit Short To Battery,Body,OBD-II Standard
B1614,Wiper Rear Mode Select Switch Circuit Short To Ground,Body,OBD-II Standard
B1615,Wiper Rear Disable Switch Circuit Failure,Body,OBD-II Standard
B1616,Wiper Rear Disable Switch Circuit Open,Body,OBD-II Standard
B1617,Wiper Rear Disable Switch Circuit Short To Battery,Body,OBD-II Standard
B1618,Wiper Rear Disable Switch Circuit Short To Ground,Body,OBD-II Standard
B1619,Wiper Rear Low Limit Input Circuit Failure,Body,OBD-II Standard
B1620,Wiper Rear Low Limit Input Circuit Open,Body,OBD-II Standard
B1621,Wiper Rear Low Limit Input Circuit Short To Battery,Body,OBD-II Standard
B1622,Wiper Rear Low Limit Input Circuit Short To Ground,Body,OBD-II Standard
B1623,Lamp Keypad Output Circuit Failure,Body,OBD-II Standard
B1624,Lamp Keypad Output Open Circuit,Body,OBD-II Standard
B1625,Lamp Keypad Output Short Circuit To Battery,Body,OBD-II Standard
B1626,Lamp Keypad Output Short Circui t To Ground,Body,OBD-II Standard
B1627,PRNDL Reverse Input Circuit Failure,Body,OBD-II Standard
B1628,PRNDL Reverse Input Open Circuit,Body,OBD-II Standard
B1629,PRNDL Reverse Input Short To Battery,Body,OBD-II Standard
B1630,PRNDL Reverse Input Short Circuit To Ground,Body,OBD-II Standard
B1631,Mirror Driver Left Circuit Failure,Body,OBD-II Standard
B1632,Mirror Driver Left Circuit Open,Body,OBD-II Standard
B1633,Mirror Driver Left Circuit Short To Battery,Body,OBD-II Standard
B1634,Mirror Driver Left Circuit Short To Ground,Body,OBD-II Standard
B1635,Mirror Driver Right Circuit Failure,Body,OBD-II Standard
B1636,Mirror Driver Right Circuit Open,Body,OBD-II Standard
B1637,Mirror Driver Right Circuit Short To Battery,Body,OBD-II Standard
B1638,Mirror Driver Right Short To Ground,Body,OBD-II Standard
B1639,Mirror Passenger Left Circuit Failure,Body,OBD-II Standard
B1640,Mirror Passenger Left Circuit Open,Body,OBD-II Standard
B1641,Mirror Passenger Left Circuit Short To Battery,Body,OBD-II Standard
B1642,Mirror Passenger Left Circuit Short To Ground,Body,OBD-II Standard
B1643,Mirror Passenger Right Circuit Failure,Body,OBD-II Standard
B1644,Mirror Passenger Right Circuit Open,Body,OBD-II Standard
B1645,Mirror Passenger Right Circuit Short To Battery,Body,OBD-II Standard
B1646,Mirror Passenger Right Circuit Short To Ground,Body,OBD-II Standard
B1647,Seat Driver Recline Forward Circu it Failure,Body,OBD-II Standard
B1648,Seat Driver Recline Forward Circuit Open,Body,OBD-II Standard
B1649,Seat Driver Recline Forward Circuit Short To Battery,Body,OBD-II Standard
B1650,Seat Driver Recline Forward Circuit Short To Ground,Body,OBD-II Standard
B1651,Seat Driver Recline Backward Circuit Failure,Body,OBD-II Standard
B1652,Seat Driv er Recline Backward Circuit Open,Body,OBD-II Standard
B1653,Seat Driver Recline Backward Circuit Short To Battery,Body,OBD-II Standard
B1654,Seat Driver Recline Backward Circuit Short To Ground,Body,OBD-II Standard
B1655,Seat Driver Rear Up Circuit Failure,Body,OBD-II Standard
B1656,Seat Driver Rear Up Circuit Open,Body,OBD-II Standard
B1657,Seat Driver Rear Up Circuit Short To Battery,Body,OBD-II Standard
B1658,Seat Driver Rear Up Circuit Short To Ground,Body,OBD-II Standard
B1659,Seat Driver Front Up Circuit Failure,Body,OBD-II Standard
B1660,Seat Driver Front Up Circuit Open,Body,OBD-II Standard
B1661,Seat Driver Front Up Circuit Short To Battery,Body,OBD-II Standard
B1662,Seat Dr iver Front Up Circuit Short To Ground,Body,OBD-II Standard
B1663,Seat Driver Front Up/Down Motor Stalled,Body,OBD-II Standard
B1664,Seat Driver Rear Up/Down Motor Stalled,Body,OBD-II Standard
B1665,Seat Driver Forward/Backward Motor Stalled,Body,OBD-II Standard
B1666,Seat Driver Recline Motor Stalled,Body,OBD-II Standard
B1667,Mirror Driver Up/ Down Motor Stalled,Body,OBD-II Standard
B1668,Mirror Driver Right/Left Motor Stalled,Body,OBD-II Standard
B1669,Mirror Passenger Up/Down Motor Stalled,Body,OBD-II Standard
B1670,Mirror Passenger Right/Left Motor Stalled,Body,OBD-II Standard
B1671,Battery Module Voltage Out Of Range,Body,OBD-II Standard
B1672,Seat Driver Occupied Input Circuit F ailure,Body,OBD-II Standard
B1673,Seat Driver Occupied Input Circuit Open,Body,OBD-II Standard
B1674,Seat Driver Occupied Input Circuit Short To Battery,Body,OBD-II Standard
B1675,Seat Driver Occupied Input Circuit Short To Ground,Body,OBD-II Standard
B1676,Battery Pack Voltage Out Of Range,Body,OBD-II Standard
B1677,Alarm Panic Input Circuit F ailure,Body,OBD-II Standard
B1678,Alarm Panic Input Circuit Open,Body,OBD-II Standard
B1679,Alarm Panic Input Circuit Short To Battery,Body,OBD-II Standard
B1680,Alarm Panic Input Circuit Short To Ground,Body,OBD-II Standard
B1681,PATS Transceiver Module Signal Is Not Received,Body,OBD-II Standard
B1682,PATS Is Disabled (Check Link Between PATS And Transponder),Body,OBD-II Standard
B1683,Mirror Driver/Passenger Switch Circuit Failure,Body,OBD-II Standard
B1684,Mirror Driver/Passenger Switch Circuit Open,Body,OBD-II Standard
B1685,Lamp Dome Input Circuit Failure,Body,OBD-II Standard
B1686,Lamp Dome Input Circuit Open,Body,OBD-II Standard
B1687,Lamp Dome Input Circuit Short To Battery,Body,OBD-II Standard
B1688,Lamp Dome Input Circuit Short To Ground,Body,OBD-II Standard
B1689,Autolamp Delay Circuit Failure,Body,OBD-II Standard
B1690,Autolamp Delay Circuit Open,Body,OBD-II Standard
B1691,Autolamp Delay Circuit Short To Battery,Body,OBD-II Standard
B1692,Autolamp Delay Circuit Short To Ground,Body,OBD-II Standard
B1693,Autolamp On Circuit Fail ure,Body,OBD-II Standard
B1694,Autolamp On Circuit Open,Body,OBD-II Standard
B1695,Autolamp On Circuit Short To Battery,Body,OBD-II Standard
B1696,Autolamp On Circuit Short To Ground,Body,OBD-II Standard
B1697,Mirror Driver/Passenger Switch Circuit Short To Battery,Body,OBD-II Standard
B1698,Mirror Driver/Passenger Switch Circuit Short To Groun d,Body,OBD-II Standard
B1699,Passenger's Seat Occupied Switch Circuit Short to Ground,Body,OBD-II Standard
B1700,Passenger's Seatbelt Tension Reducer Circuit Short to Ground,Body,OBD-II Standard
B1701,Seat Driver Recline Forward Switch Circuit Failure,Body,OBD-II Standard
B1702,Seat Driver Recline Forward Switch Circuit Open,Body,OBD-II Standard
B1703,Seat Driver Recline Forward Switch Circuit Short To Battery,Body,OBD-II Standard
B1704,Seat Driver Recline Forward Switch Circuit Short To Ground,Body,OBD-II Standard
B1705,Seat Driver Recline Rearward Switch Circuit Failure,Body,OBD-II Standard
B1706,Seat Driver Recline Rearward Switch Circuit Open,Body,OBD-II Standard
B1707,Seat Driver Recline Rearward Switch Circuit Short To Battery,Body,OBD-II Standard
B1708,Seat Driver Recline Rearward Switch Circuit Short To Ground,Body,OBD-II Standard
B1709,Seat Driver Front Up Switch Circuit Failure,Body,OBD-II Standard
B1710,Seat Driver Front Up Switch Circuit Open,Body,OBD-II Standard
B1711,Seat D river Front Up Switch Circuit Short To Battery,Body,OBD-II Standard
B1712,Seat Driver Front Up Switch Circuit Short To Ground,Body,OBD-II Standard
B1713,Seat Driver Front Down Switch Circuit Failure,Body,OBD-II Standard
B1714,Seat Driver Front Down Switch Circuit Open,Body,OBD-II Standard
B1715,Seat Driver Front Down Switch Ci rcuit Short To Battery,Body,OBD-II Standard
B1716,Seat Driver Front Down Switch Circuit Short To Ground,Body,OBD-II Standard
B1717,Seat Driver Forward Switch Circuit Failure,Body,OBD-II Standard
B1718,Seat Driver Forward Switch Circuit Open,Body,OBD-II Standard
B1719,Seat Driver Forward Switch Circuit Short To Battery,Body,OBD-II Standard
B1720,Seat Driver Forward Switch Circuit Short To Ground,Body,OBD-II Standard
B1721,Seat Driver Rearward Switch Circuit Failure,Body,OBD-II Standard
B1722,Seat Driver Rearward Switch Circuit Open,Body,OBD-II Standard
B1723,Seat Driver Rearward Switch Circuit Short To Battery,Body,OBD-II Standard
B1724,Seat Driver Rearward Switch Ci rcuit Short To Ground,Body,OBD-II Standard
B1725,Seat Driver Rear Up Switch Circuit Failure,Body,OBD-II Standard
B1726,Seat Driver Rear Up Switch Circuit Open,Body,OBD-II Standard
B1727,Seat Driver Rear Up Switch Circuit Short To Battery,Body,OBD-II Standard
B1728,Seat Driver Rear Up Switch Circuit Short To Ground,Body,OBD-II Standard
B1729,Seat Driver Rear Down Switch Circuit Failure,Body,OBD-II Standard
B1730,Seat Driver Rear Down Switch Circuit Open,Body,OBD-II Standard
B1731,Seat Driver Rear Down Switch Circuit Short To Battery,Body,OBD-II Standard
B1732,Seat Driver Rear Down Switch Circuit Short To Ground,Body,OBD-II Standard
B1733,Mirror Driver Vertical Switch Circuit Failure,Body,OBD-II Standard
B1734,Mirror Driver Vertical Switch Circuit Open,Body,OBD-II Standard
B1735,Mirror Driver Vertical Switch Circuit Short To Battery,Body,OBD-II Standard
B1736,Mirror Driver Vertical Switch Circuit Short To Ground,Body,OBD-II Standard
B1737,Mirror Driver Horizontal Switch Circuit Failure,Body,OBD-II Standard
B1738,Mirror Driver Horizontal Switch Circuit Open,Body,OBD-II Standard
B1739,Mirror Driver Horizontal Switch Circuit Short To Battery,Body,OBD-II Standard
B1740,Mirror Driver Horizontal Switch Circuit Short To Ground,Body,OBD-II Standard
B1741,Mirror Passenger Vertical Switch Circuit Failure,Body,OBD-II Standard
B1742,Mirror Passenger Vertical Switch Circuit Open,Body,OBD-II Standard
B1743,Mirror Passenger Vertical Switch Circuit Short To Battery,Body,OBD-II Standard
B1744,Mirror Passenger Vertical Switch Circuit Short To Ground,Body,OBD-II Standard
B1745,Mirror Passenger Horizontal Switch Circuit Failure,Body,OBD-II Standard
B1746,Mirror Passenge r Horizontal Switch Circuit Open,Body,OBD-II Standard
B1747,Mirror Passenger Horizontal Switch Circuit Short To Battery,Body,OBD-II Standard
B1748,Mirror Passenger Horizontal Switch Circuit Short To Ground,Body,OBD-II Standard
B1749,Park/Neutral Switch Circuit Failure,Body,OBD-II Standard
B1750,Park/Neutral Switch Circuit Open,Body,OBD-II Standard
B1751,Park/Neutral Switch Circuit Short To Battery,Body,OBD-II Standard
B1752,Park/Neutral Switch Circuit Short To Ground,Body,OBD-II Standard
B1753,Hazard Flash Output Circuit Failure,Body,OBD-II Standard
B1754,Hazard Flash Output Circuit Open,Body,OBD-II Standard
B1755,Hazard Flash Output Circuit Short Battery,Body,OBD-II Standard
B1756,Hazard Flash Output Circuit Short To Ground,Body,OBD-II Standard
B1757,Seat Driver Rear Down Circuit Failure,Body,OBD-II Standard
B1758,Seat Driver Rear Down Circuit Open,Body,OBD-II Standard
B1759,Seat Driver Rear Down Circuit Short To Battery,Body,OBD-II Standard
B1760,Seat Driver Rear Down Circuit Short To Ground,Body,OBD-II Standard
B1761,Seat Driver Front Down Circuit Failure,Body,OBD-II Standard
B1762,Seat Driver Front Down Circuit Open,Body,OBD-II Standard
B1763,Seat Driver Front Down Circuit Short To Battery,Body,OBD-II Standard
B1764,Seat Driver Front Down Circuit Short To Ground,Body,OBD-II Standard
B1765,Seat Driver Forward Circuit Failure,Body,OBD-II Standard
B1766,Seat Dr iver Forward Circuit Open,Body,OBD-II Standard
B1767,Seat Driver Forward Circuit Short To Battery,Body,OBD-II Standard
B1768,Seat Driver Forward Circuit Short To Ground,Body,OBD-II Standard
B1769,Seat Driver Backward Circuit Failure,Body,OBD-II Standard
B1770,Seat Driver Backward Circuit Open,Body,OBD-II Standard
B1771,Seat Driver Backward Circ uit Short To Battery,Body,OBD-II Standard
B1772,Seat Driver Backward Circuit Short To Ground,Body,OBD-II Standard
B1773,Mirror Driver Up Circuit Failure,Body,OBD-II Standard
B1774,Mirror Driver Up Circuit Open,Body,OBD-II Standard
B1775,Mirror Driver Up Circuit Short To Battery,Body,OBD-II Standard
B1776,Mirror Driver Up Circuit Short To Ground,Body,OBD-II Standard
B1777,Driver's Seatbelt Tension Reducer Circuit Short to Ground,Body,OBD-II Standard
B1778,Mirror Driver Down Circuit Failure,Body,OBD-II Standard
B1779,Mirror Driver Down Circuit Open,Body,OBD-II Standard
B1780,Mirror Driver Down Circuit Short To Battery,Body,OBD-II Standard
B1781,Mirror Driver Down Short To Ground,Body,OBD-II Standard
B1782,Mirror Passenger Up Circuit Failure,Body,OBD-II Standard
B1783,Mirror Passenger Up Circuit Open,Body,OBD-II Standard
B1784,Mirror Passenger Up Circuit Short To Battery,Body,OBD-II Standard
B1785,Mirror Passenger Up Circuit Short To Ground,Body,OBD-II Standard
B1786,Mirror Passenger Down Circuit Failure,Body,OBD-II Standard
B1787,Mirror Passe nger Down Circuit Open,Body,OBD-II Standard
B1788,Mirror Passenger Down Circuit Short To Battery,Body,OBD-II Standard
B1789,Mirror Passenger Down Circuit Short To Ground,Body,OBD-II Standard
B1790,Autolamp Sensor Input Circuit Failure,Body,OBD-II Standard
B1791,Autolamp Sensor Input Circuit Open,Body,OBD-II Standard
B1792,Autolamp Sensor Input Circuit Short To Battery,Body,OBD-II Standard
B1793,Autolamp Sensor Input Circuit Short To Ground,Body,OBD-II Standard
B1794,Lamp Headlamp Low -Beam Circuit Failure,Body,OBD-II Standard
B1795,Lamp Headlamp Low -Beam Circuit Open,Body,OBD-II Standard
B1796,Lamp Headlamp Low -Beam Circuit Short To Battery,Body,OBD-II Standard
B1797,Lamp Headlamp Low -Beam Circuit Short To Ground,Body,OBD-II Standard
B1798,Lamp Turn Signal Front Output Circuit Failure,Body,OBD-II Standard
B1799,Lamp Turn Signal Front Output Circuit Open,Body,OBD-II Standard
B1800,Lamp Turn Signal Front Output Circuit Short To Battery,Body,OBD-II Standard
B1801,Lamp Turn Signal Front Output Circuit Short To Ground,Body,OBD-II Standard
B1802,Lamp Turn Signal Rear Output Circuit Failure,Body,OBD-II Standard
B1803,Lamp Turn Signal Rear Output Circuit Open,Body,OBD-II Standard
B1804,Lamp Turn Signal Rear Output Circuit Short To Battery,Body,OBD-II Standard
B1805,Lamp Turn Signal Rear Output Circuit Short To Ground,Body,OBD-II Standard
B1806,Lamp Tail Output Circuit Failure,Body,OBD-II Standard
B1807,Lamp Tail Output Circuit Open,Body,OBD-II Standard
B1808,Lamp Tail Output Circuit Short To Battery,Body,OBD-II Standard
B1809,Lamp Tail Output Circuit Short To Ground,Body,OBD-II Standard
B1810,Lamp Backup Switch Input Circuit Failure,Body,OBD-II Standard
B1811,Lamp Backup Switch Input Circuit Open,Body,OBD-II Standard
B1812,Lamp Backup Switch Input Circuit Short To Battery,Body,OBD-II Standard
B1813,Lamp Backup Switch Input Circuit Short To Ground,Body,OBD-II Standard
B1814,Wiper Rear Motor Down Relay Coil Circuit Failure,Body,OBD-II Standard
B1815,Wiper Rear Motor Down Relay Coil Circuit Open,Body,OBD-II Standard
B1816,Wiper Rear M otor Down Relay Coil Circuit Short To Battery,Body,OBD-II Standard
B1817,Wiper Rear Motor Down Relay Coil Circuit Short To Ground,Body,OBD-II Standard
B1818,Wiper Rear Motor Up Relay Coil Circuit Failure,Body,OBD-II Standard
B1819,Wiper Rear Motor Up Relay Coil Circuit Open,Body,OBD-II Standard
B1820,Wiper Rear Motor Up Relay Coil Circuit Short To Battery,Body,OBD-II Standard
B1821,Wiper Rear Motor Up Relay Coil Circuit Short To Ground,Body,OBD-II Standard
B1822,Wiper Rear Park Sense Input Circuit Failure,Body,OBD-II Standard
B1823,Wiper Rear Park Sense Input Circuit Open,Body,OBD-II Standard
B1824,Wiper Rear Park Sense Input Circuit Short To Batte ry,Body,OBD-II Standard
B1825,Wiper Rear Park Sense Input Circuit Short To Ground,Body,OBD-II Standard
B1826,Wiper Rear High Limit Input Circuit Failure,Body,OBD-II Standard
B1827,Wiper Rear High Limit Input Circuit Open,Body,OBD-II Standard
B1828,Wiper Rear High Limit Input Circuit Short To Battery,Body,OBD-II Standard
B1829,Wiper Rear High Li mit Input Circuit Short To Ground,Body,OBD-II Standard
B1830,Door Unlock Disarm Switch Circuit Failure,Body,OBD-II Standard
B1831,Door Unlock Disarm Switch Circuit Open,Body,OBD-II Standard
B1832,Door Unlock Disarm Switch Circuit Short To Battery,Body,OBD-II Standard
B1833,Door Unlock Disarm Switch Circuit Short To Ground,Body,OBD-II Standard
B1834,Door Unlock Disarm Output Circuit Failure,Body,OBD-II Standard
B1835,Door Unlock Disarm Output Circuit Open,Body,OBD-II Standard
B1836,Door Unlock Disarm Output Circuit Short To Battery,Body,OBD-II Standard
B1837,Door Unlock Disarm Output Circuit Short To Ground,Body,OBD-II Standard
B1838,Battery Saver Power Relay Circuit Failure,Body,OBD-II Standard
B1839,Wiper Rear Motor Circuit Failure,Body,OBD-II Standard
B1840,Wiper Front Power Circuit Failure,Body,OBD-II Standard
B1841,Wiper Front Power Circuit Open,Body,OBD-II Standard
B1842,Wiper Front Power Circuit Short To Battery,Body,OBD-II Standard
B1843,Wiper Front Power Circuit Short To Ground,Body,OBD-II Standard
B1844,Phone Hand set Circuit Failure,Body,OBD-II Standard
B1845,Ignition Tamper Circuit Failure,Body,OBD-II Standard
B1846,Ignition Tamper Circuit Open,Body,OBD-II Standard
B1847,Ignition Tamper Circuit Short To Battery,Body,OBD-II Standard
B1848,Ignition Tamper Circuit Short To Ground,Body,OBD-II Standard
