Code,Description,Category,Source,Notes;
P0316, Engine Misfire Detected on Startup (First 1000 Revolutions),Powertrain,OBD-II Standard,;
P0317, Rough Road Hardware Not Present,Powertrain,OBD-II Standard,;
P0318, Rough Road Sensor A Signal Circuit,Powertrain,OBD-II Standard,;
P0319, Rough Road Sensor B,Powertrain,OBD-II Standard,;
P0320,Ignition/Distributor Engine Speed Input Circuit Malfunction,Powertrain,OBD-II Standard,;
P0321,Ignition/Distributor Engine Speed Input Circuit,Powertrain,OBD-II Standard,;
P0322,Ignition/Distributor Engine Speed Input Circuit No Signal,Powertrain,OBD-II Standard,;
P0323,Ignition/Distributor Engine Speed Input Cir cuit Intermittent,Powertrain,OBD-II Standard,;
P0324, Knock Control System Error,Powertrain,OBD-II Standard,;
P0325,Knock Sensor 1 Circuit Malfunction (Bank 1 or Single Sensor),Powertrain,OBD-II Standard,;
P0326,Knock Sensor 1 Circuit Range/Performance (Bank 1 or Single,Powertrain,OBD-II Standard,;
P0327,Knock Sensor 1 Circuit Low Input (Bank 1 or Single Sensor),Powertrain,OBD-II Standard,;
P0328,Knock Sensor 1 Circuit High Input (Bank 1 or Single Sensor),Powertrain,OBD-II Standard,;
P0329,Knock Sensor 1 Circuit Intermittent (Bank 1 or Single Sensor),Powertrain,OBD-II Standard,;
P0330,Knock Sensor 2 Circuit Malfunction (Bank 2),Powertrain,OBD-II Standard,;
P0331,Knock Sensor 2 Circuit Range/Performance (Bank 2),Powertrain,OBD-II Standard,;
P0332,Knock Sensor 2 Circ uit Low Input (Bank 2),Powertrain,OBD-II Standard,;
P0333,Knock Sensor 2 Circuit High Input (Bank 2),Powertrain,OBD-II Standard,;
P0334,Knock Sensor 2 Circuit Intermittent (Bank 2),Powertrain,OBD-II Standard,;
P0335,Crankshaft Position Sensor A Circuit Malfunction,Powertrain,OBD-II Standard,;
P0336,Crankshaft Position Sensor A Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0337,Crankshaft Position Sensor A Circuit Low Input,Powertrain,OBD-II Standard,;
P0338,Crankshaft Position Sensor A Circuit High Input,Powertrain,OBD-II Standard,;
P0339,Crankshaft Position Sensor A Circuit Intermittent,Powertrain,OBD-II Standard,;
P0340,Camshaft Position Sensor Circuit Malfunction,Powertrain,OBD-II Standard,;
P0341,Camshaft Position Sensor C ircuit Range/Performance,Powertrain,OBD-II Standard,;
P0342,Camshaft Position Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P0343,Camshaft Position Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P0344,Camshaft Position Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P0345, Camshaft Position Sensor A Circuit,Powertrain,OBD-II Standard,;
P0346, Camshaft Position Sensor A Circuit Range/Pe rformance,Powertrain,OBD-II Standard,;
P0347, Camshaft Position Sensor A Circuit Low,Powertrain,OBD-II Standard,;
P0348, Camshaft Position Sensor A Circuit High,Powertrain,OBD-II Standard,;
P0349, Camshaft Position Sensor A Circuit Intermittent,Powertrain,OBD-II Standard,;
P0350,Ignition Coil Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0351,Ignition Coil A Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0352,Ignition Coil B Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0353,Ignition Coil C Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0354,Ignition Coil D Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0355,Ignition Coil E Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0356,Ignition Coil F Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0357,Ignition Coil G Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0358,Ignition Coil H Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0359,Ignition Coil I Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0360,Ignition Coil J Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0361,Ignition Coil K Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0362,Ignition Coil L Primary/Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P0363, Misfire Detected - Fueling Disabled,Powertrain,OBD-II Standard,;
P0364, Reserved,Powertrain,OBD-II Standard,;
P0365, Camshaft Position Sensor B Circuit,Powertrain,OBD-II Standard,;
P0366, Camshaft Position Sensor B Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0367, Camshaft Position Sensor B Circuit Low,Powertrain,OBD-II Standard,;
P0368, Camshaft Position Sensor B Circuit High,Powertrain,OBD-II Standard,;
P0369, Camshaft Position Sensor B Circuit Intermittent,Powertrain,OBD-II Standard,;
P0370,Timing Refere nce High Resolution Signal A Malfunction,Powertrain,OBD-II Standard,;
P0371,Timing Reference High Resolution Signal A Too Many Pulses,Powertrain,OBD-II Standard,;
P0372,Timing Reference High Resolution Signal A Too Few Pulses,Powertrain,OBD-II Standard,;
P0373,Timing Reference High Resolution Signal A Intermittent/Erratic,Powertrain,OBD-II Standard,;
P0374,Timing Reference High Resolution Signal A No Pulses,Powertrain,OBD-II Standard,;
P0375,Timing Reference High Resolution Signal B Malfunction,Powertrain,OBD-II Standard,;
P0376,Timing Reference High Resolution Signal B Too Many Pulses,Powertrain,OBD-II Standard,;
P0377,Timing Reference High Resolution Signal B Too Few Pulses,Powertrain,OBD-II Standard,;
P0378,Timing Reference High Resolution Signal B Intermittent/Erratic,Powertrain,OBD-II Standard,;
P0379,Timing Reference High Resolution Signal B No Pulses,Powertrain,OBD-II Standard,;
P0380,Glow Plug/Heater Circuit A Malfunction,Powertrain,OBD-II Standard,;
P0381,Glow Plug/Heater Indicator Circuit Malfunction,Powertrain,OBD-II Standard,;
P0382,Exhaust Gas Recirculation Flow Malfunction,Powertrain,OBD-II Standard,;
P0383, Reserved by SAE J2012,Powertrain,OBD-II Standard,;
P0384, Reserved by SAE J2012,Powertrain,OBD-II Standard,;
P0385,Crankshaft Position Sensor B Circuit Malfunction,Powertrain,OBD-II Standard,;
P0386,Crankshaft Position Sensor B Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0387,Crankshaft Position Sensor B Circuit Low Input,Powertrain,OBD-II Standard,;
P0388,Crankshaft Position Sensor B Circuit High Input,Powertrain,OBD-II Standard,;
P0389,Crankshaft Position Sensor B Circuit Intermittent,Powertrain,OBD-II Standard,;
P0390, Camshaft Position Sensor B Circuit,Powertrain,OBD-II Standard,;
P0391, Camshaft Position Sens or B Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0392, Camshaft Position Sensor B Circuit Low,Powertrain,OBD-II Standard,;
P0393, Camshaft Position Sensor B Circuit High,Powertrain,OBD-II Standard,;
P0394, Camshaft Position Sensor B Circuit Intermittent,Powertrain,OBD-II Standard,;
P0400,Exhaust Gas Recirculation Flow Malfunction,Powertrain,OBD-II Standard,;
P0401,Exhaust Gas Recirculation Flow Insufficient Detected,Powertrain,OBD-II Standard,;
P0402,Exhaust Gas Recirculation Flow Excessive Detected,Powertrain,OBD-II Standard,;
P0403,Exhaust Gas Recirculation Circuit Malfunction,Powertrain,OBD-II Standard,;
P0404,Exhaust Gas Recirculation Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0405,Exhaust Gas Recirculation Sensor A Circuit Low,Powertrain,OBD-II Standard,;
P0406,Exhaust Gas Recirculation Sensor A Circuit High,Powertrain,OBD-II Standard,;
P0407,Exhaust Gas Recirculati on Sensor B Circuit Low,Powertrain,OBD-II Standard,;
P0408,Exhaust Gas Recirculation Sensor B Circuit High,Powertrain,OBD-II Standard,;
P0409, Exhaust Gas Recirculation Sensor A Circuit,Powertrain,OBD-II Standard,;
P0410,Secondary Air Injection System Malfunction,Powertrain,OBD-II Standard,;
P0411,Secondary Air Injection System Incorrect Flow Detected,Powertrain,OBD-II Standard,;
P0412,Secondary Air Injection System Switching Valve A C ircuit,Powertrain,OBD-II Standard,;
P0413,Secondary Air Injection System Switching Valve A Circuit Open,Powertrain,OBD-II Standard,;
P0414,Secondary Air Injection System Switching Valve A Circuit,Powertrain,OBD-II Standard,;
P0415,Secondary Air Injection System Switching Valve B Circuit,Powertrain,OBD-II Standard,;
P0416,Secon dary Air Injection System Switching Valve B Circuit Open,Powertrain,OBD-II Standard,;
P0417,Secondary Air Injection System Switching Valve B Circuit,Powertrain,OBD-II Standard,;
P0418,Secondary Air Injection System Relay A Circuit Malfunction,Powertrain,OBD-II Standard,;
P0419,Secondary Air Injection System Relay B Circu it Malfunction,Powertrain,OBD-II Standard,;
P0420,Catalyst System Efficiency Below Threshold (Bank 1),Powertrain,OBD-II Standard,;
P0421,Warm Up Catalyst Efficiency Below Threshold (Bank 1),Powertrain,OBD-II Standard,;
P0422,Main Catalyst Efficiency Below Threshold (Bank 1),Powertrain,OBD-II Standard,;
P0423,Heated Catalyst Efficiency Below Threshold (Bank 1 ),Powertrain,OBD-II Standard,;
P0424,Heated Catalyst Temperature Below Threshold (Bank 1),Powertrain,OBD-II Standard,;
P0425, Catalyst Temperature Sensor,Powertrain,OBD-II Standard,;
P0426,Catalyst Temperature Sensor Range/Performance (Bank 1),Powertrain,OBD-II Standard,;
P0427,Catalyst Temperature Sensor Low Input (Bank 1),Powertrain,OBD-II Standard,;
P0428,Catalyst Temperature Sensor High Input (Bank 1),Powertrain,OBD-II Standard,;
P0429, Catalyst Heater Control Circuit,Powertrain,OBD-II Standard,;
P0430,Cataly st System Efficiency Below Threshold (Bank 2),Powertrain,OBD-II Standard,;
P0431,Warm Up Catalyst Efficiency Below Threshold (Bank 2),Powertrain,OBD-II Standard,;
P0432,Main Catalyst Efficiency Below Threshold (Bank 2),Powertrain,OBD-II Standard,;
P0433,Heated Catalyst Efficiency Below Threshold (Bank 2),Powertrain,OBD-II Standard,;
P0434,Heated Catalyst Tem perature Below Threshold (Bank 2),Powertrain,OBD-II Standard,;
P0435, Catalyst Temperature Sensor,Powertrain,OBD-II Standard,;
P0436,Catalyst Temperature Sensor Range/Performance (Bank 2),Powertrain,OBD-II Standard,;
P0437,Catalyst Temperature Sensor Low Input (Bank 2),Powertrain,OBD-II Standard,;
P0438,Catalyst Temperature Sensor High Input (Bank 2),Powertrain,OBD-II Standard,;
P0439, Catalyst Heater Control Circuit,Powertrain,OBD-II Standard,;
P0440,Evaporative Emission Control System Malfunction,Powertrain,OBD-II Standard,;
P0441,Evaporative Emission Control System Incorrect Purge Flow,Powertrain,OBD-II Standard,;
P0442,Evaporative Emission Control System Leak Detected (small,Powertrain,OBD-II Standard,;
P0443,Evaporative Emission Control System Purge Control Valve,Powertrain,OBD-II Standard,;
P0444,Evaporative Emission Control System Purge Control Valve,Powertrain,OBD-II Standard,;
P0445,Evaporative Emission Control System Purge Control Valve,Powertrain,OBD-II Standard,;
P0446,Evaporative Emission Control System Vent Control Circuit,Powertrain,OBD-II Standard,;
P0447,Evaporative Emission Control Sy stem Vent Control Circuit Open,Powertrain,OBD-II Standard,;
P0448,Evaporative Emission Control System Vent Control Circuit,Powertrain,OBD-II Standard,;
P0449,Evaporative Emission Control System Vent Valve/Solenoid,Powertrain,OBD-II Standard,;
P0450,Evaporative Emission Control System Pressure Sensor,Powertrain,OBD-II Standard,;
P0451,Evaporative Emission Control System Pressure Sensor,Powertrain,OBD-II Standard,;
P0452,Evaporative Emission Control System Pressure Sensor Low,Powertrain,OBD-II Standard,;
P0453,Evaporative Emission Control System Pressure Sensor High,Powertrain,OBD-II Standard,;
P0454,Evaporative Emissi on Control System Pressure Sensor,Powertrain,OBD-II Standard,;
P0455,Evaporative Emission Control System Leak Detected (gross,Powertrain,OBD-II Standard,;
P0456, Evaporative Emission System Leak Detected (v ery small leak),Powertrain,OBD-II Standard,;
P0457, Evaporative Emission System Leak Detected (fuel cap loose/off),Powertrain,OBD-II Standard,;
P0458, Evaporative Emission System Purge Control Valve Circuit Low,Powertrain,OBD-II Standard,;
P0459, Evaporative Emission System Purge Control Valve Circuit High,Powertrain,OBD-II Standard,;
P0460,Fuel Level Sensor Circuit Malfunction,Powertrain,OBD-II Standard,;
P0461,Fuel Level Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0462,Fuel Level Sensor Circuit Lo w Input,Powertrain,OBD-II Standard,;
P0463,Fuel Level Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P0464,Fuel Level Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P0465,Purge Flow Sensor Circuit Malfunction,Powertrain,OBD-II Standard,;
P0466,Purge Flow Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0467,Purge Flow Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P0468,Purge Flow Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P0469,Purge Flow Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P0470,Exhaust Pressure Sensor Malfunction,Powertrain,OBD-II Standard,;
P0471,Exhaust Pressure Sensor Range/Performance,Powertrain,OBD-II Standard,;
P0472,Exhaust Pressure Sensor Low,Powertrain,OBD-II Standard,;
P0473,Exhaust Pressure Sensor High,Powertrain,OBD-II Standard,;
P0474,Exhaust Pressure Sensor Intermittent,Powertrain,OBD-II Standard,;
P0475,Exhaust Pressure Control Valve Malfunction,Powertrain,OBD-II Standard,;
P0476,Exhaust Pressure Control Valve Range/Performance,Powertrain,OBD-II Standard,;
P0477,Exhaust Pressure Control Valve Low,Powertrain,OBD-II Standard,;
P0478,Exhaust Pressure Control Valve High,Powertrain,OBD-II Standard,;
P0479,Exhaust Pressure Control Valve Intermittent,Powertrain,OBD-II Standard,;
P0480,Cooling Fan 1 Control Circuit Malfunction,Powertrain,OBD-II Standard,;
P0481,Cooling Fan 2 Control Circuit Malfunction,Powertrain,OBD-II Standard,;
P0482,Cooling Fan 3 Control Circuit Malfunction,Powertrain,OBD-II Standard,;
P0483,Cooling Fan Rationality Check Malfunction,Powertrain,OBD-II Standard,;
P0484,Cooling Fan Circuit Over Current,Powertrain,OBD-II Standard,;
P0485,Cooling Fan Power/Ground Circuit Malfunction,Powertrain,OBD-II Standard,;
P0486, Exhaust Gas Recirculation Sensor B Circuit,Powertrain,OBD-II Standard,;
P0487, Exhaust Gas Recirculation Throttle Position Control Circuit,Powertrain,OBD-II Standard,;
P0488, Exhaust Gas Recirculation Throttle Position Control Range/Performance,Powertrain,OBD-II Standard,;
P0489, Exhaust Gas Recirculation Control Circuit Low,Powertrain,OBD-II Standard,;
P0490, Exhaust Gas Recirculation Control Circuit High,Powertrain,OBD-II Standard,;
P0491, Secondary Air Injection System Insufficient Flow,Powertrain,OBD-II Standard,;
P0492, Secondary Air Injection System Insufficient Flow,Powertrain,OBD-II Standard,;
P0493, Fan Overspeed,Powertrain,OBD-II Standard,;
P0494, Fan Speed Low,Powertrain,OBD-II Standard,;
P0495, Fan Speed High,Powertrain,OBD-II Standard,;
P0496, Evaporative Emission Syst em High Purge Flow,Powertrain,OBD-II Standard,;
P0497, Evaporative Emission System Low Purge Flow,Powertrain,OBD-II Standard,;
P0498, Evaporative Emission System Vent Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P0499, Evaporative Emission System Vent Valve Control Circuit High,Powertrain,OBD-II Standard,;
P0500,Vehicle Speed Sensor Malfunction,Powertrain,OBD-II Standard,;
P0501,Vehicle Speed Sensor Range/Performance,Powertrain,OBD-II Standard,;
P0502,Vehicle Speed Sensor Low Input,Powertrain,OBD-II Standard,;
P0503,Vehicle Speed Sensor Intermitte nt/Erratic/High,Powertrain,OBD-II Standard,;
P0504, Brake Switch A/B Correlation,Powertrain,OBD-II Standard,;
P0505,Idle Control System Malfunction,Powertrain,OBD-II Standard,;
P0506,Idle Control System RPM Lower Than Expected,Powertrain,OBD-II Standard,;
P0507,Idle Control System RPM Higher Than Expected,Powertrain,OBD-II Standard,;
P0508, Idle Air Control System Circuit Low,Powertrain,OBD-II Standard,;
P0509, Idle Air Control System Circuit High,Powertrain,OBD-II Standard,;
P051,3 Incorrect Immobilizer Key,Powertrain,OBD-II Standard,;
P0510,Closed Throttle Position Switch Malfunction,Powertrain,OBD-II Standard,;
P0511, Idle Air Control Circuit,Powertrain,OBD-II Standard,;
P0512, Starter Request Circuit,Powertrain,OBD-II Standard,;
P0514, Battery Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0515, Battery Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P0516, Battery Temperature Sensor Circuit Low,Powertrain,OBD-II Standard,;
P0517, Battery Temperature Sensor Circuit High,Powertrain,OBD-II Standard,;
P0518, Idle Air Control Circuit I ntermittent,Powertrain,OBD-II Standard,;
P0519, Idle Air Control System Performance,Powertrain,OBD-II Standard,;
P0520,Engine Oil Pressure Sensor/Swi tch Circuit Malfunction,Powertrain,OBD-II Standard,;
P0521,Engine Oil Pressure Sensor/Switch Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0522,Engine Oil Pressure Sensor/Switch Circuit Low Voltage,Powertrain,OBD-II Standard,;
P0523,Engine Oil Pressure Sensor/Switch Circuit High Voltage,Powertrain,OBD-II Standard,;
P0524, Engine Oil Pressure Too Low,Powertrain,OBD-II Standard,;
P0525, Cruise Control Servo Control Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0526, Fan Speed Sensor Circuit,Powertrain,OBD-II Standard,;
P0527, Fan Speed Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0528, Fan Speed Sensor Circuit No Signal,Powertrain,OBD-II Standard,;
P0529, Fan Speed Sens or Circuit Intermittent,Powertrain,OBD-II Standard,;
P0530,A/C Refrigerant Pressure Se nsor Circuit Malfunction,Powertrain,OBD-II Standard,;
P0531,A/C Refrigerant Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0532,A/C Refrigerant Pressure Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P0533,A/C Refrigerant Pressure Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P0534,Air Conditioner Refrigerant Charge L oss,Powertrain,OBD-II Standard,;
P0535, A/C Evaporator Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P0536, A/C Evaporator Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0537, A/C Evaporator Temperature Sensor Circuit Low,Powertrain,OBD-II Standard,;
P0538, A/C Evaporator Temperature Sensor Circuit High,Powertrain,OBD-II Standard,;
P0539, A/C Evaporator Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P0540, Intake Air Heater A Circuit,Powertrain,OBD-II Standard,;
P0541, Intake Air Heater A Circuit Low,Powertrain,OBD-II Standard,;
P0542, Intake Air Heater A Circuit High,Powertrain,OBD-II Standard,;
P0543, Intake Air Heater A Circuit Open,Powertrain,OBD-II Standard,;
P0544, Exhaust Gas Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P0545, Exhaust Gas Temperature Sensor Circuit Low,Powertrain,OBD-II Standard,;
P0546, Exhaust Gas Temperature Sensor Circuit High,Powertrain,OBD-II Standard,;
P0547, Exhaust Gas Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P0548, Exhaust Gas Temperature Sensor Circuit Low,Powertrain,OBD-II Standard,;
P0549, Exhaust Gas Temperature S ensor Circuit High,Powertrain,OBD-II Standard,;
P0550,Power Steering Pressure Sensor Circuit Malfunction,Powertrain,OBD-II Standard,;
P0551,Power Steering Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0552,Power Steering Pressure Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P0553,Power Steering Pressure Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P0554,Power Steering Pressure Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P0555, Brake Booster Pressure Sensor Circuit,Powertrain,OBD-II Standard,;
P0556, Brake Booster Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P0557, Brake Booster Pressure Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P0558, Brake Booster Pressure Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P0559, Brake Booster Pressure Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P0560,System Voltage Malfunction,Powertrain,OBD-II Standard,;
P0561,System Voltage Unstable,Powertrain,OBD-II Standard,;
P0562,System Voltage Low,Powertrain,OBD-II Standard,;
